text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
ville du venligst pause musikken,pause,da,,,,
bare tilføj æg til min indkøbsliste,unknown,da,,,,
right away definitely yes,confirm,en,,,,
med det samme hæv lydstyrken med ti,volumeUp,da,,10,,
would you please unmute,unmute,en,,,,
nu det passer,confirm,da,,,,
go ahead and put the volume at seventy,setVolume,en,70,,,
raise the volume by 10,volumeUp,en,,10,,
ville du ændre lydstyrken til 40,setVolume,da,40,,,
vær så venlig at pause hurtigt,pause,da,,,,
kan du venligst spille The Beatles,playNamed,da,,,,
nu læs favoritterne op,listFavorites,da,,,,
lift the mute,unmute,en,,,,
i'd like you to play BBC Radio 4,playNamed,en,,,,BBC Radio 4
kindly make it quieter,volumeDown,en,,,,
could you please make it quieter,volumeDown,en,,,,
kunne du venligst tilslutte spisestuen,joinSpeaker,da,,,,
fortæl mig en sjov kendsgerning,unknown,da,,,,
stop musikken med det samme,stop,da,,,,
indstil lydstyrken til 15,setVolume,da,15,,,
hvad er temperaturen hjemme nu,unknown,da,,,,
now go ahead and end the music,stop,en,,,,
fire up Coldplay,playNamed,en,,,,Coldplay
nu ring til mor,unknown,da,,,,
lås døren nu,unknown,da,,,,
i would like you to stop now,stop,en,,,,
quickly stop the music,stop,en,,,,
right away what's saved as a favorite,listFavorites,en,,,,
hvilke favoritter er gemt med det samme,listFavorites,da,,,,
right away i would like you to continue,resume,en,,,,
må jeg bede dig om at afspille Kim Larsen,playNamed,da,,,,
cut the audio now,mute,en,,,,
can you please play number 9,playFavoriteByNumber,en,,,9,
nu afspil,playDefault,da,,,,
turn it up by 10 right away,volumeUp,en,,10,,
unpause the music,resume,en,,,,
just naw,cancel,en,,,,
continue the music right away,resume,en,,,,
set a timer for ten minutes,unknown,en,,,,
just volume down 20,volumeDown,en,,20,,
hurtigt spil det igen,resume,da,,,,
hæv lydstyrken med ti med det samme,volumeUp,da,,10,,
would you mind to play music,playDefault,en,,,,
go ahead and resume the music,resume,en,,,,
i want to hear the jazz,playNamed,en,,,,jazz
start morgenmusik,playNamed,en,,,,morgenmusik
just hold playback,pause,en,,,,
jeg vil bede dig om at tænde for lyden,unmute,da,,,,
vil du venligst stoppe afspilningen,stop,da,,,,
i would like you to resume the music,resume,en,,,,
kunne du venligst forlade gruppen,leaveSpeaker,da,,,,
turn it down by five right now,volumeDown,en,,5,,
kick off some music right now,playDefault,en,,,,
let's do it right away,confirm,en,,,,
quickly enough already,stop,en,,,,
lige genoptag musikken,resume,da,,,,
spil favorit 4 tak,playFavoriteByNumber,da,,,4,
hold op med det med det samme,stop,da,,,,
would you please bring back the sound,unmute,en,,,,
set a timer for ten minutes right away,unknown,en,,,,
pause the audio right now,pause,en,,,,
med det samme spil mere,resume,da,,,,
vær så venlig at forlade gruppen,leaveSpeaker,da,,,,
nemlig,confirm,da,,,,
could you kindly put on classical,playNamed,en,,,,classical
real quick mute,mute,en,,,,
right now restore the volume,unmute,en,,,,
vil du sætte musik på,playDefault,da,,,,
lydniveau femogtyve,setVolume,da,25,,,
please change the volume to sixty,setVolume,en,60,,,
go ahead and start playing now,playDefault,en,,,,
right away unsync this,leaveSpeaker,en,,,,
nu kør noget musik,playDefault,da,,,,
lydstyrke fyrre,setVolume,da,40,,,
med det samme vær så venlig at holde pause,pause,da,,,,
quickly sounds good,confirm,en,,,,
med det samme spil mine sange,playDefault,da,,,,
just what's the news,unknown,en,,,,
åbn garageporten hurtigt,unknown,da,,,,
increase volume by 20 right away,volumeUp,en,,20,,
could you play something,playDefault,en,,,,
i want you to resume real quick,resume,en,,,,
list favoritterne,listFavorites,da,,,,
right now kick off some music,playDefault,en,,,,
tilbage til musikken,resume,da,,,,
lige hvad er tolv gange otte,unknown,da,,,,
i'd like you to put on P2,playNamed,en,,,,P2
right away lift the mute,unmute,en,,,,
lige højere med 10,volumeUp,da,,10,,
ville du sætte lydstyrken til halvfjerds,setVolume,da,70,,,
join the upstairs speaker,joinSpeaker,en,,,,
any sports updates,unknown,en,,,,
jeg vil gerne have at du indstille lydstyrken til tredive,setVolume,da,30,,,
vær venlig at spille klassisk,playNamed,da,,,,
end mute,unmute,en,,,,
what presets do i have real quick,listFavorites,en,,,,
kindly put the volume at seventy-five,setVolume,en,75,,,
would you kill the music,stop,en,,,,
i would like you to kill the sound,mute,en,,,,
decrease volume by 20 right away,volumeDown,en,,20,,
kunne du venligst afspille study music,playNamed,da,,,,
i need you to stop playing now,stop,en,,,,
i need you to mute now,mute,en,,,,
carry on now,resume,en,,,,
nu sæt noget på,playDefault,da,,,,
ville du venligst spille Classic FM,playNamed,da,,,,
would you pause it,pause,en,,,,
can you end the music,stop,en,,,,
list my favourites real quick,listFavorites,en,,,,
volume up five right away,volumeUp,en,,5,,
would you mind to bring back the sound,unmute,en,,,,
i want to hear Classic FM,playNamed,en,,,,Classic FM
nu indstil termostaten til toogtyve grader,unknown,da,,,,
exit mute,unmute,en,,,,
kan du venligst fortsætte,resume,da,,,,
nej det er forkert hurtigt,cancel,da,,,,
just volume up twenty,volumeUp,en,,20,,
just let's play chess,unknown,en,,,,
right now i need you to pause,pause,en,,,,
nu jo,confirm,da,,,,
take a break,pause,en,,,,
ville du venligst tilslutte soveværelset,joinSpeaker,da,,,,
just hold the audio,pause,en,,,,
kommer der sne i weekenden nu,unknown,da,,,,
sænk volumen,volumeDown,da,,,,
spil BBC Radio 4 for mig,playNamed,da,,,,BBC Radio 4 for mig
bare skru ned med 5,volumeDown,da,,5,,
can you put on pop,playNamed,en,,,,pop
right,confirm,en,,,,
i want you to play favorite eight,playFavoriteByNumber,en,,,8,
lige ja tak,confirm,da,,,,
disconnect from the others right now,leaveSpeaker,en,,,,
frakobl gruppen med det samme,leaveSpeaker,da,,,,
med det samme vent her,pause,da,,,,
go ahead and group with the dining room,joinSpeaker,en,,,,
sæt højttaleren på lydløs med det samme,mute,da,,,,
vil du afspille favorit nummer 2,playFavoriteByNumber,da,,,2,
right away no,cancel,en,,,,
jeg vil bede dig om at genoptage,resume,da,,,,
må jeg bede dig om at gøre det højere,volumeUp,da,,,,
nu fjern fra gruppen,leaveSpeaker,da,,,,
now put on anything,playDefault,en,,,,
nu lad os tage en pause,pause,da,,,,
kan du venligst gruppere med køkkenet,joinSpeaker,da,,,,
kan du stoppe musikken,stop,da,,,,
bare nul lyd,mute,da,,,,
real quick abort the action,cancel,en,,,,
find en kaffebar,unknown,da,,,,
tilslut til entréen,joinSpeaker,da,,,,
silence the audio,mute,en,,,,
vil du liste mine favoritter,listFavorites,da,,,,
right away shut it down,stop,en,,,,
kunne du venligst gruppere med kontoret,joinSpeaker,da,,,,
kindly put on Radio 100,playNamed,en,,,,Radio 100
quickly when does the sun rise,unknown,en,,,,
hurtigt min favoritliste,listFavorites,da,,,,
lige stille,mute,da,,,,
yep right now,confirm,en,,,,
træd tilbage,cancel,da,,,,
just show my presets,listFavorites,en,,,,
i'd like you to kill the sound,mute,en,,,,
quickly resume from where it stopped,resume,en,,,,
exactly now,confirm,en,,,,
jeg vil bede dig om at ophæve grupperingen,leaveSpeaker,da,,,,
quickly what does bonjour mean,unknown,en,,,,
jeg vil bede dig om at afspille favorit nummer 10,playFavoriteByNumber,da,,,10,
det er nok hurtigt,stop,da,,,,
turn it down by twenty real quick,volumeDown,en,,20,,
can you put on a song,playDefault,en,,,,
hold pause hurtigt,pause,da,,,,
just i'd like you to unmute,unmute,en,,,,
join stuen,joinSpeaker,da,,,,
join soveværelset,joinSpeaker,da,,,,
spil sammen med ovenpå,joinSpeaker,da,,,,
please put the volume at 80,setVolume,en,80,,,
favorit nummer to,playFavoriteByNumber,da,,,2,
would you silence it,mute,en,,,,
sluk lyden hurtigt,mute,da,,,,
sæt ambient music,playNamed,da,,,,ambient music
can you leave the group,leaveSpeaker,en,,,,
lige stands musikken,stop,da,,,,
vil du sætte lydstyrken til 70,setVolume,da,70,,,
vil du venligst afspille klassisk,playNamed,da,,,,
spil ambient music for mig,playNamed,da,,,,ambient music for mig
godnat,unknown,da,,,,
jeg vil bede dig om at læse mine favoritter op,listFavorites,da,,,,
now turn it down,volumeDown,en,,,,
right now do you sleep,unknown,en,,,,
kunne du sætte Genstart på,playNamed,da,,,,
quieter by fifteen right away,volumeDown,en,,15,,
hæv lydstyrken med fem,volumeUp,da,,5,,
volume at thirty,setVolume,en,30,,,
nu skru ned,volumeDown,da,,,,
lige sæt sangen på pause,pause,da,,,,
audio on,unmute,en,,,,
kunne du venligst holde op,stop,da,,,,
med det samme jeg vil have lyden tilbage,unmute,da,,,,
afspil noget musik,playDefault,da,,,,
stop den hurtigt,stop,da,,,,
start Mads og Monopolet,playNamed,da,,,,Mads og Monopolet
real quick all right,confirm,en,,,,
hurtigt stop helt,stop,da,,,,
i want sound back now,unmute,en,,,,
quickly are you a robot,unknown,en,,,,
spil kun her hurtigt,leaveSpeaker,da,,,,
could you please put the volume at thirty,setVolume,en,30,,,
ville du spille noget,playDefault,da,,,,
could you kindly join the kitchen,joinSpeaker,en,,,,
hurtigt sluk lyden,mute,da,,,,
ville du venligst slå lyden fra,mute,da,,,,
sæt musik på,playDefault,da,,,,
kindly put on MØ,playNamed,en,,,,MØ
ville du venligst afspille favorit nummer 2,playFavoriteByNumber,da,,,2,
right away back out,cancel,en,,,,
niveau 55,setVolume,da,55,,,
kill the audio,stop,en,,,,
venligst præcis,confirm,da,,,,
right now yes do it,confirm,en,,,,
give me the P8 Jazz,playNamed,en,,,,P8 Jazz
vil du venligst gruppere med haven,joinSpeaker,da,,,,
now more volume,volumeUp,en,,,,
i want you to continue real quick,resume,en,,,,
play what i was listening to,playDefault,en,,,,
could you please kill the music,stop,en,,,,
kan du spille P3,playNamed,da,,,,
vis mine presets,listFavorites,da,,,,
i'd like you to put the volume at 55,setVolume,en,55,,,
tilslut til køkkenet,joinSpeaker,da,,,,
now volume down five,volumeDown,en,,5,,
skru op 25 nu,volumeUp,da,,25,,
ville du venligst sætte morning playlist på,playNamed,da,,,,
tilslut gruppen,joinSpeaker,da,,,,
stop already,stop,en,,,,
med det samme hvilke favoritter er der,listFavorites,da,,,,
what's your name,unknown,en,,,,
bare luk for lyden,mute,da,,,,
fjern mute,unmute,da,,,,
kunne du venligst hæve lydstyrken,volumeUp,da,,,,
hurtigt skru ned med fem,volumeDown,da,,5,,
join the group with the upstairs speaker,joinSpeaker,en,,,,
okay now,confirm,en,,,,
vil du venligst afspille favorit nummer seks,playFavoriteByNumber,da,,,6,
favorit to,playFavoriteByNumber,da,,,2,
må jeg bede dig om at fortsætte musikken,resume,da,,,,
could you silence it,mute,en,,,,
ville du skrue op,volumeUp,da,,,,
lad os pause,pause,da,,,,
ja gør det nu,confirm,da,,,,
i want you to set volume to 30,setVolume,en,30,,,
would you group with the garden,joinSpeaker,en,,,,
yes do it real quick,confirm,en,,,,
that's wrong real quick,cancel,en,,,,
play solo real quick,leaveSpeaker,en,,,,
start musikken nu,playDefault,da,,,,
tilføj spisestuen,joinSpeaker,da,,,,
level zero,setVolume,en,0,,,
right away any new messages,unknown,en,,,,
would you make it louder,volumeUp,en,,,,
frakobl denne højttaler med det samme,leaveSpeaker,da,,,,
lige luk for lyden,mute,da,,,,
quickly stop grouping,leaveSpeaker,en,,,,
vent nej hurtigt,cancel,da,,,,
vær så venlig at afspille The Beatles,playNamed,da,,,,
real quick end silent mode,unmute,en,,,,
i need you to play number 2,playFavoriteByNumber,en,,,2,
restore the audio,unmute,en,,,,
that's right real quick,confirm,en,,,,
drop the audio,mute,en,,,,
play favorite number six,playFavoriteByNumber,en,,,6,
jeg vil gerne have at du forlade gruppen,leaveSpeaker,da,,,,
can you increase the volume,volumeUp,en,,,,
lad os pause nu,pause,da,,,,
kindly play number seven,playFavoriteByNumber,en,,,7,
kan du venligst slå lyden fra,mute,da,,,,
tænd for musikken nu,unmute,da,,,,
now actually no,cancel,en,,,,
hurtigt hvad har jeg gemt som favoritter,listFavorites,da,,,,
vis vej til lufthavnen med det samme,unknown,da,,,,
vil du pause afspilningen,pause,da,,,,
thank you,unknown,en,,,,
would you please play number nine,playFavoriteByNumber,en,,,9,
right away resume the song,resume,en,,,,
send en sms til min kone,unknown,da,,,,
hvad er datoen i dag,unknown,da,,,,
jeg vil gerne have at du stoppe afspilningen,stop,da,,,,
real quick i need you to ungroup,leaveSpeaker,en,,,,
make it so,confirm,en,,,,
nu fortsæt,resume,da,,,,
nu skru op med femogtyve,volumeUp,da,,25,,
bare helt rigtigt,confirm,da,,,,
could you resume the music,resume,en,,,,
hurtigt stop gruppering,leaveSpeaker,da,,,,
med det samme genoptag nummeret,resume,da,,,,
i confirm,confirm,en,,,,
right now i'd like you to unpause,resume,en,,,,
i'd like you to kill the music,stop,en,,,,
kindly change the volume to 95,setVolume,en,95,,,
jeg vil gerne have at du afspille musik,playDefault,da,,,,
right away go ahead,confirm,en,,,,
right away i want music,playDefault,en,,,,
real quick kill it,stop,en,,,,
cut the audio real quick,mute,en,,,,
må jeg bede dig om at fortælle mig mine favoritter,listFavorites,da,,,,
lige lavere med ti,volumeDown,da,,10,,
quieter by ten right now,volumeDown,en,,10,,
spil favorit 6 tak,playFavoriteByNumber,da,,,6,
link with the office,joinSpeaker,en,,,,
just turn it down by 20,volumeDown,en,,20,,
vil du forbinde med køkkenet,joinSpeaker,da,,,,
could you kindly play Genstart,playNamed,en,,,,Genstart
right away separate the speaker,leaveSpeaker,en,,,,
can you group with the office,joinSpeaker,en,,,,
ville du venligst stoppe musikken,stop,da,,,,
alright right away,confirm,en,,,,
kunne du venligst spille favorit 6,playFavoriteByNumber,da,,,6,
jeg vil gerne have at du pause afspilningen,pause,da,,,,
vær så venlig at indstille lydstyrken til 50,setVolume,da,50,,,
i'd like you to play number six,playFavoriteByNumber,en,,,6,
volume down 15,volumeDown,en,,15,,
nu gør det sådan,confirm,da,,,,
med det samme afbryd alt,cancel,da,,,,
bare pause nummeret,pause,da,,,,
i would like you to unmute real quick,unmute,en,,,,
calculate the tip,unknown,en,,,,
vær så venlig at gruppere med kælderen,joinSpeaker,da,,,,
vil du venligst sænke lydstyrken,volumeDown,da,,,,
vær så venlig at pause afspilningen hurtigt,pause,da,,,,
start music,playDefault,en,,,,
hvad betyder bonjour hurtigt,unknown,da,,,,
lower the volume by 25 right now,volumeDown,en,,25,,
would you please group with the upstairs speaker,joinSpeaker,en,,,,
ville du afspille musik,playDefault,da,,,,
vil du venligst forbinde med køkkenet,joinSpeaker,da,,,,
bekræftet hurtigt,confirm,da,,,,
could you kindly make it quieter,volumeDown,en,,,,
kan du adskille højttaleren,leaveSpeaker,da,,,,
kan du forlade gruppen,leaveSpeaker,da,,,,
turn it down by thirty right away,volumeDown,en,,30,,
right away be quiet,mute,en,,,,
right away i need you to pause,pause,en,,,,
spil mit sædvanlige med det samme,playDefault,da,,,,
just go ahead and mute the speaker,mute,en,,,,
spil mine sange med det samme,playDefault,da,,,,
i need you to join the hallway,joinSpeaker,en,,,,
i want you to pause now,pause,en,,,,
nu gør det ikke,cancel,da,,,,
nu klart det,confirm,da,,,,
quickly any breaking news,unknown,en,,,,
lydstyrken på fyrre,setVolume,da,40,,,
afspil favorit 2,playFavoriteByNumber,da,,,2,
just volume up fifteen,volumeUp,en,,15,,
group with the bedroom,joinSpeaker,en,,,,
vær så venlig at spille musik med det samme,playDefault,da,,,,
now leave group,leaveSpeaker,en,,,,
venligst tilbage til afspilningen,resume,da,,,,
right away begin playing,playDefault,en,,,,
list favourites,listFavorites,en,,,,
kan du gruppere med stuen,joinSpeaker,da,,,,
vær så venlig at skrue op,volumeUp,da,,,,
med det samme hæv lydstyrken med femogtyve,volumeUp,da,,25,,
now i need you to stop playing,stop,en,,,,
skru op med 15,volumeUp,da,,15,,
right now disconnect from everyone,leaveSpeaker,en,,,,
vær så venlig at spille favorit fem,playFavoriteByNumber,da,,,5,
can you show me my favorites,listFavorites,en,,,,
kan du venligst tilslutte køkkenet,joinSpeaker,da,,,,
vær så venlig at forlade gruppen nu,leaveSpeaker,da,,,,
can you play electronic,playNamed,en,,,,electronic
would you play favorite 3,playFavoriteByNumber,en,,,3,
what's the weather today,unknown,en,,,,
just volume up 5,volumeUp,en,,5,,
right now louder by 20,volumeUp,en,,20,,
now what stations do i have,listFavorites,en,,,,
would you mind to change the volume to 20,setVolume,en,20,,,
