text,label,lang,volumeValue,volumeDelta,favoriteNumber,favoriteName
lige afbryd forbindelsen,leaveSpeaker,da,,,,
vil du starte musikken,playDefault,da,,,,
kunne du venligst spille med haven,joinSpeaker,da,,,,
lad os ikke nu,cancel,da,,,,
i want you to start playing,playDefault,en,,,,
hurtigt vent nej,cancel,da,,,,
can you stop,stop,en,,,,
play my favorite 7,playFavoriteByNumber,en,,,7,
turn it down by twenty real quick,volumeDown,en,,20,,
increase volume by 5,volumeUp,en,,5,,
kunne du venligst forbinde med køkkenet,joinSpeaker,da,,,,
kan du spille noget,playDefault,da,,,,
would you mind to restore the sound,unmute,en,,,,
spil for dig selv hurtigt,leaveSpeaker,da,,,,
jeg vil bede dig om at spille musik,playDefault,da,,,,
real quick mute,mute,en,,,,
vær så venlig at holde pause,pause,da,,,,
kan du spille musik,playDefault,da,,,,
right away i'd like you to silence it,mute,en,,,,
ingen lyd hurtigt,mute,da,,,,
what does bonjour mean,unknown,en,,,,
real quick abort it,cancel,en,,,,
what presets do i have,listFavorites,en,,,,
jeg vil bede dig om at indstille lydstyrken til 70,setVolume,da,70,,,
go ahead and pause it,pause,en,,,,
real quick what stations do i have,listFavorites,en,,,,
kør videre,resume,da,,,,
can you please resume,resume,en,,,,
bare tilbage til lyd,unmute,da,,,,
kunne du venligst skrue ned for lyden,volumeDown,da,,,,
kunne du venligst indstille lydstyrken til femogtyve,setVolume,da,25,,,
i'd like you to silence it real quick,mute,en,,,,
bare det er nok,stop,da,,,,
carry on right away,resume,en,,,,
i'd like you to ungroup,leaveSpeaker,en,,,,
vær venlig at forlade gruppen,leaveSpeaker,da,,,,
right away pause the speaker,pause,en,,,,
i want you to start playing real quick,playDefault,en,,,,
lige jeg vil have musikken tilbage,resume,da,,,,
quieter by five,volumeDown,en,,5,,
right away ok sure,confirm,en,,,,
play my favorite 4,playFavoriteByNumber,en,,,4,
med det samme skru op 15,volumeUp,da,,15,,
quickly say something funny,unknown,en,,,,
ville du venligst skrue ned for lyden,volumeDown,da,,,,
vær så venlig at stoppe afspilningen,stop,da,,,,
kunne du venligst ændre lydstyrken til 80,setVolume,da,80,,,
afspil noget musik,playDefault,da,,,,
vær venlig at spille favorit otte,playFavoriteByNumber,da,,,8,
play the last thing now,playDefault,en,,,,
enough already right now,stop,en,,,,
quickly mute the music,mute,en,,,,
lige spil noget,playDefault,da,,,,
turn it up by twenty-five,volumeUp,en,,25,,
kindly play hip hop,playNamed,en,,,,hip hop
wait a second,pause,en,,,,
indstil volumen til 10,setVolume,da,10,,,
real quick i changed my mind,cancel,en,,,,
unmute the audio right now,unmute,en,,,,
kan du venligst slå lyden fra,mute,da,,,,
just volume up 5,volumeUp,en,,5,,
would you please turn the sound back on,unmute,en,,,,
start musikken nu,playDefault,da,,,,
kan du afspille musik,playDefault,da,,,,
kunne du afspille favorit nummer ni,playFavoriteByNumber,da,,,9,
kindly put on Adele,playNamed,en,,,,Adele
nu vær så venlig at fortsætte,resume,da,,,,
med det samme sæt musik på,playDefault,da,,,,
make the volume 80,setVolume,en,80,,,
nu lad os tage en pause,pause,da,,,,
i want it muted,mute,en,,,,
right away resume the song,resume,en,,,,
go ahead and unmute now,unmute,en,,,,
skru ned 10 med det samme,volumeDown,da,,10,,
forget about it,cancel,en,,,,
mere lyd nu,volumeUp,da,,,,
just turn it up by 15,volumeUp,en,,15,,
trivia question right now,unknown,en,,,,
now pick a random number,unknown,en,,,,
bare pause nummeret,pause,da,,,,
now what stations do i have,listFavorites,en,,,,
stop musikken med det samme,stop,da,,,,
would you please put the volume at 60,setVolume,en,60,,,
louder by thirty now,volumeUp,en,,30,,
now go ahead and end the music,stop,en,,,,
venligst sæt musikken på pause,pause,da,,,,
sure thing right now,confirm,en,,,,
never mind that right now,cancel,en,,,,
ungroup this speaker right away,leaveSpeaker,en,,,,
i would like you to stop now,stop,en,,,,
quickly stop the music,stop,en,,,,
right,confirm,en,,,,
put on a song now,playDefault,en,,,,
hurtigt vær så venlig at frakoble,leaveSpeaker,da,,,,
ville du venligst afspille Daft Punk,playNamed,da,,,,
nu vis favoritterne,listFavorites,da,,,,
nu skru op med femogtyve,volumeUp,da,,25,,
jeg vil gerne have at du tilslutte badeværelset,joinSpeaker,da,,,,
right away list my presets,listFavorites,en,,,,
kan du venligst frakoble,leaveSpeaker,da,,,,
ville du venligst stoppe musikken,stop,da,,,,
now nah,cancel,en,,,,
vent lidt,pause,da,,,,
nu skru ned,volumeDown,da,,,,
vær så venlig at genoptage hurtigt,resume,da,,,,
venligst hvor gammel er du,unknown,da,,,,
hvilke presets har jeg,listFavorites,da,,,,
afslut pausen,resume,da,,,,
real quick disconnect from group,leaveSpeaker,en,,,,
can you please show me my favorites,listFavorites,en,,,,
real quick volume down,volumeDown,en,,,,
just hold playback,pause,en,,,,
spil favorit 4 tak,playFavoriteByNumber,da,,,4,
just turn it down by twenty-five,volumeDown,en,,25,,
lige genoptag musikken,resume,da,,,,
could you please mute,mute,en,,,,
real quick drop the audio,mute,en,,,,
skift lydstyrken til 90,setVolume,da,90,,,
right away show me what's saved,listFavorites,en,,,,
quickly enough already,stop,en,,,,
med det samme forlad højttalerne,leaveSpeaker,da,,,,
now skip it,cancel,en,,,,
hold op med det med det samme,stop,da,,,,
hvordan har du det hurtigt,unknown,da,,,,
naviger hjem,unknown,da,,,,
hurtigt spil det igen,resume,da,,,,
pause the audio right now,pause,en,,,,
jeg vil gerne have at du sætte Genstart på,playNamed,da,,,,
unmute,unmute,both,,,,
må jeg bede dig om at pause,pause,da,,,,
could you please read out my favorites,listFavorites,en,,,,
ville du venligst sætte P6 på,playNamed,da,,,,
venligst tilbage til at have lyd,unmute,da,,,,
i'd like you to unpause right now,resume,en,,,,
carry on now,resume,en,,,,
giv mig lyden tilbage,unmute,da,,,,
indstil lydstyrken til 0,setVolume,da,0,,,
lift mute,unmute,en,,,,
right away resume the track,resume,en,,,,
yup,confirm,en,,,,
just go ahead and mute the speaker,mute,en,,,,
right away i'd like you to mute,mute,en,,,,
join the speaker,joinSpeaker,en,,,,
vil du venligst adskille højttaleren,leaveSpeaker,da,,,,
lige spil videre tak,resume,da,,,,
throw on some tunes right now,playDefault,en,,,,
nu mind mig om at købe mælk,unknown,da,,,,
just name my favorites,listFavorites,en,,,,
må jeg bede dig om at pause afspilningen,pause,da,,,,
can you please put on Adele,playNamed,en,,,,Adele
hvor langt er der til københavn,unknown,da,,,,
spil videre tak nu,resume,da,,,,
forlad klyngen nu,leaveSpeaker,da,,,,
play again real quick,resume,en,,,,
show favourites,listFavorites,en,,,,
ja sikkert,confirm,da,,,,
jeg vil gerne have at du spille favorit fem,playFavoriteByNumber,da,,,5,
vil du venligst tænde for lyden,unmute,da,,,,
bare afslut pausen,resume,da,,,,
jeg vil gerne have at du fortsætte,resume,da,,,,
hurtigt sæt en timer til ti minutter,unknown,da,,,,
nu skru ned med tredive,volumeDown,da,,30,,
venligst højere med 20,volumeUp,da,,20,,
silence the audio now,mute,en,,,,
ville du venligst sætte Volbeat på,playNamed,da,,,,
i'd like you to unmute,unmute,en,,,,
afspil favorit nummer 5,playFavoriteByNumber,da,,,5,
would you kill the music,stop,en,,,,
please mute,mute,en,,,,
make it softer right now,volumeDown,en,,,,
hurtigt gør det lavere,volumeDown,da,,,,
i need you to stop playing now,stop,en,,,,
vil du genoptage,resume,da,,,,
kunne du venligst gøre det lavere,volumeDown,da,,,,
venligst fint nok,confirm,da,,,,
med det samme sæt musikken på lydløs,mute,da,,,,
a bit quieter,volumeDown,en,,,,
would you pause it,pause,en,,,,
can you end the music,stop,en,,,,
real quick volume up twenty,volumeUp,en,,20,,
play favourite 7,playFavoriteByNumber,en,,,7,
med det samme vær så venlig at spille musik,playDefault,da,,,,
jeg vil bede dig om at afspille Bob Dylan,playNamed,da,,,,
list my favourites real quick,listFavorites,en,,,,
afkobl hurtigt,leaveSpeaker,da,,,,
could you kindly start playing,playDefault,en,,,,
turn it up by ten,volumeUp,en,,10,,
can you please mute the speaker,mute,en,,,,
venligst skru op for det,volumeUp,da,,,,
start playing now,playDefault,en,,,,
turn on the sound right away,unmute,en,,,,
right now i need you to pause,pause,en,,,,
let it resume real quick,resume,en,,,,
take a break,pause,en,,,,
vil du spille noget,playDefault,da,,,,
just hold the audio,pause,en,,,,
i want you to play with the garden,joinSpeaker,en,,,,
bare lavere med 5,volumeDown,da,,5,,
quieter by twenty-five,volumeDown,en,,25,,
vær så venlig at spille musik,playDefault,da,,,,
forbind med kontoret,joinSpeaker,da,,,,
can you group with the upstairs speaker,joinSpeaker,en,,,,
kunne du afspille favorit nummer 6,playFavoriteByNumber,da,,,6,
kunne du spille favorit fem,playFavoriteByNumber,da,,,5,
mindre volumen med det samme,volumeDown,da,,,,
hjælp mig med min lektie med det samme,unknown,da,,,,
kindly restore the sound,unmute,en,,,,
drop det,cancel,da,,,,
vær venlig at spille NPR,playNamed,da,,,,
hvad skal jeg spise til aften hurtigt,unknown,da,,,,
adskil fra gruppen,leaveSpeaker,da,,,,
hurtigt vis mig et kort over paris,unknown,da,,,,
jeg bekræfter,confirm,da,,,,
kan du venligst spille Jazz FM,playNamed,da,,,,
give me some music,playDefault,en,,,,
just show my presets,listFavorites,en,,,,
i want music,playDefault,en,,,,
kan du stoppe musikken,stop,da,,,,
nu fortæl mig mine favoritter,listFavorites,da,,,,
hvordan staves nødvendig,unknown,da,,,,
stop the track right away,stop,en,,,,
vil du fortsætte,resume,da,,,,
kunne du venligst ændre lydstyrken til halvtreds,setVolume,da,50,,,
right now i want you to start playing,playDefault,en,,,,
right away shut it down,stop,en,,,,
kindly stop playing,stop,en,,,,
lydniveau femogtyve,setVolume,da,25,,,
med det samme hvad står der på min favoritliste,listFavorites,da,,,,
merge with the garden,joinSpeaker,en,,,,
real quick mute it,mute,en,,,,
right now i'd like you to unpause,resume,en,,,,
right away ungroup this speaker,leaveSpeaker,en,,,,
go ahead right now,confirm,en,,,,
go quiet right now,mute,en,,,,
ja tak,confirm,da,,,,
definitely yes right away,confirm,en,,,,
med det samme vær så venlig at forlade gruppen,leaveSpeaker,da,,,,
må jeg bede dig om at fortsætte musikken,resume,da,,,,
real quick turn on the audio,unmute,en,,,,
det er nok hurtigt,stop,da,,,,
go ahead and mute the speaker,mute,en,,,,
med det samme mindre lyd,volumeDown,da,,,,
med det samme hvad er vejret i dag,unknown,da,,,,
kan du venligst fjerne lydløs,unmute,da,,,,
kunne du sætte lydstyrken til 45,setVolume,da,45,,,
fjern dæmpning,unmute,da,,,,
i want you to mute,mute,en,,,,
fortæl mig en sjov kendsgerning,unknown,da,,,,
right away i need you to pause,pause,en,,,,
jeg vil bede dig om at sætte lydstyrken til femten,setVolume,da,15,,,
favorite one,playFavoriteByNumber,en,,,1,
just read my latest email,unknown,en,,,,
go ahead and start playing now,playDefault,en,,,,
lige stands musikken,stop,da,,,,
kunne du venligst afspille musik,playDefault,da,,,,
jeg vil bede dig om at afspille favorit nummer et,playFavoriteByNumber,da,,,1,
jeg vil bede dig om at indstille lydstyrken til femten,setVolume,da,15,,,
can you bring back the sound,unmute,en,,,,
play together,joinSpeaker,en,,,,
kindly play favorite ten,playFavoriteByNumber,en,,,10,
hurtigt gør det sådan,confirm,da,,,,
kindly play P8 Jazz,playNamed,en,,,,P8 Jazz
right away goodbye,unknown,en,,,,
nu spil solo,leaveSpeaker,da,,,,
just volume up fifteen,volumeUp,en,,15,,
bare vis mig hvad der er gemt,listFavorites,da,,,,
jeg vil gerne have at du gruppere med spisestuen,joinSpeaker,da,,,,
bare vær så venlig at adskille højttaleren,leaveSpeaker,da,,,,
lavere med tyve,volumeDown,da,,20,,
i want you to continue real quick,resume,en,,,,
right now unmute the music,unmute,en,,,,
nu stop den handling,cancel,da,,,,
kunne du venligst holde op,stop,da,,,,
right away i'd like you to play something,playDefault,en,,,,
can you put on a song,playDefault,en,,,,
gør det lidt højere hurtigt,volumeUp,da,,,,
could you kindly join the garden,joinSpeaker,en,,,,
i need you to put the volume at ten,setVolume,en,10,,,
hurtigt stop helt,stop,da,,,,
agreed yes real quick,confirm,en,,,,
ikke denne gang,cancel,da,,,,
kindly play with the living room,joinSpeaker,en,,,,
afspil nummer fem,playFavoriteByNumber,da,,,5,
could you play favorite six,playFavoriteByNumber,en,,,6,
silence the music now,mute,en,,,,
read out my favorites now,listFavorites,en,,,,
i would like you to set volume to 25,setVolume,en,25,,,
lydniveau 90,setVolume,da,90,,,
could you please play Genstart,playNamed,en,,,,Genstart
vær så venlig at genoptage,resume,da,,,,
kunne du tilslutte entréen,joinSpeaker,da,,,,
alright real quick,confirm,en,,,,
kill the audio,stop,en,,,,
nu hvordan er vejret,unknown,da,,,,
right away restore the audio,unmute,en,,,,
bare tilbage til normal lyd,unmute,da,,,,
play what i was listening to,playDefault,en,,,,
would you mute,mute,en,,,,
right now list my favourites,listFavorites,en,,,,
lige ikke mere afspilning,stop,da,,,,
jeg vil gerne have at du afspille favorit nummer 8,playFavoriteByNumber,da,,,8,
kunne du venligst spille electronic,playNamed,da,,,,
could you please kill the music,stop,en,,,,
synkroniser til terrassen,joinSpeaker,da,,,,
exit mute,unmute,en,,,,
frakobl højttaleren,leaveSpeaker,da,,,,
make it quieter right now,volumeDown,en,,,,
turn it up real quick,volumeUp,en,,,,
med det samme hæv lydstyrken med 25,volumeUp,da,,25,,
quickly a bit lower,volumeDown,en,,,,
spil også i entréen,joinSpeaker,da,,,,
stop already,stop,en,,,,
please play favorite 7,playFavoriteByNumber,en,,,7,
could you put the volume at 100,setVolume,en,100,,,
read me the headlines now,unknown,en,,,,
can you please play favorite nine,playFavoriteByNumber,en,,,9,
i want to hear P1,playNamed,en,,,,P1
right away go ahead and mute the speaker,mute,en,,,,
favoritlisten med det samme,listFavorites,da,,,,
med det samme skru ned 15,volumeDown,da,,15,,
ville du tænde for lyden,unmute,da,,,,
quickly confirm,confirm,en,,,,
i'd like you to play Volbeat,playNamed,en,,,,Volbeat
confirm right away,confirm,en,,,,
fortsæt med at spille hurtigt,resume,da,,,,
can you please increase the volume,volumeUp,en,,,,
med det samme skru lidt op,volumeUp,da,,,,
lad os pause,pause,da,,,,
kunne du venligst tænde lyden igen,unmute,da,,,,
kunne du tænde for lyden,unmute,da,,,,
jeg bekræfter nu,confirm,da,,,,
lavere med 20,volumeDown,da,,20,,
ville du venligst sætte P4 på,playNamed,da,,,,
kan du forlade gruppen,leaveSpeaker,da,,,,
må jeg bede dig om at spille morning playlist,playNamed,da,,,,
vil du afspille favorit nummer 5,playFavoriteByNumber,da,,,5,
make it louder right now,volumeUp,en,,,,
afspil favorit nummer 2,playFavoriteByNumber,da,,,2,
vær så venlig at afspille favorit nummer 4,playFavoriteByNumber,da,,,4,
just disconnect from group,leaveSpeaker,en,,,,
restore the audio,unmute,en,,,,
hvilke favoritter er gemt,listFavorites,da,,,,
afspil nummer syv,playFavoriteByNumber,da,,,7,
back to music now,resume,en,,,,
vær venlig at tænde for lyden,unmute,da,,,,
lige vær så venlig at spille videre,resume,da,,,,
kør noget musik med det samme,playDefault,da,,,,
i'd like to hear fest playlisten,playNamed,en,,,,fest playlisten
fjern gruppe,leaveSpeaker,da,,,,
play my five favorite,playFavoriteByNumber,en,,,5,
skru ned med 25 hurtigt,volumeDown,da,,25,,
kan du spille favorit 2,playFavoriteByNumber,da,,,2,
right away turn it up by twenty-five,volumeUp,en,,25,,
stop syncing now,leaveSpeaker,en,,,,
lavere med 25,volumeDown,da,,25,,
just i love you,unknown,en,,,,
no please don't,cancel,en,,,,
please make it louder,volumeUp,en,,,,
vis mine presets med det samme,listFavorites,da,,,,
spil det sædvanlige,playDefault,da,,,,
kick off some music right now,playDefault,en,,,,
vil du pause afspilningen,pause,da,,,,
ville du læse mine favoritter op,listFavorites,da,,,,
cancel it right away,cancel,en,,,,
i want you to kill the sound,mute,en,,,,
join the speakers,joinSpeaker,en,,,,
now louder by 30,volumeUp,en,,30,,
pair with the bedroom,joinSpeaker,en,,,,
jeg vil gerne have at du stoppe afspilningen,stop,da,,,,
lige hæv lydstyrken med femten,volumeUp,da,,15,,
